Xiaomi,38.4,746.02,60,Budget
Xiaomi,37.1,615.57,60,Budget
Xiaomi,41.8,697.41,60,Budget
Xiaomi,34.5,551.32,60,Budget
Xiaomi,46.4,588.45,60,Budget
Xiaomi,33.3,546.26,60,Budget
Xiaomi,49.8,397.62,60,Budget
Xiaomi,45.9,661.23,50,Budget
Xiaomi,35.6,440.39,60,Budget
Xiaomi,32.1,312.16,60,Budget
Xiaomi,46.7,622.74,60,Budget
Xiaomi,44.7,388.56,60,Budget
Xiaomi,45.1,770.23,60,Budget
Xiaomi,45.9,776.96,60,Budget
Xiaomi,33.3,757.43,50,Budget
Xiaomi,38.5,485.08,60,Budget
Xiaomi,34.1,307.73,50,Budget
Xiaomi,47.5,764.16,60,Budget
Xiaomi,43.2,514.09,60,Budget
Xiaomi,38.0,783.33,60,Budget
Xiaomi,33.1,781.81,60,Budget
Xiaomi,37.6,726.5,60,Budget
Xiaomi,37.9,447.22,60,Budget
Xiaomi,45.1,492.55,60,Budget
Xiaomi,43.5,725.57,60,Budget
Xiaomi,48.0,458.46,60,Budget
Xiaomi,40.5,384.75,60,Budget
Xiaomi,34.2,578.4,60,Budget
Xiaomi,44.8,768.08,60,Budget
Xiaomi,45.7,648.01,50,Budget
Xiaomi,42.1,585.03,60,Budget
Xiaomi,45.9,348.59,50,Budget
Xiaomi,40.9,607.5,60,Budget
Xiaomi,41.4,795.03,60,Budget
Xiaomi,39.7,370.04,60,Budget
Xiaomi,32.5,559.16,60,Budget
Xiaomi,33.9,738.69,50,Budget
Xiaomi,32.6,670.38,50,Budget
Xiaomi,43.5,648.51,60,Budget
Xiaomi,37.7,651.24,60,Budget
Xiaomi,41.2,479.75,50,Budget
Xiaomi,48.3,446.8,50,Budget
Xiaomi,36.5,704.68,60,Budget
Xiaomi,39.4,705.06,50,Budget
Xiaomi,45.6,733.54,60,Budget
Xiaomi,36.1,756.62,60,Budget
Xiaomi,33.4,555.67,50,Budget
LG,46.6,1001.52,60,Midrange
LG,44.6,1298.3,120,Midrange
LG,56.9,1149.96,60,Midrange
LG,54.9,1201.97,60,Midrange
LG,52.1,1295.79,120,Midrange
LG,55.9,1390.01,120,Midrange
LG,54.9,838.0,120,Midrange
LG,45.0,875.58,120,Midrange
LG,56.3,593.98,60,Midrange
LG,50.6,1078.28,60,Midrange
LG,54.9,535.94,120,Midrange
LG,56.3,965.6,120,Midrange
LG,47.1,1042.64,60,Midrange
LG,43.8,786.54,120,Midrange
LG,45.6,1090.83,60,Midrange
LG,48.8,530.5,60,Midrange
LG,55.1,537.35,60,Midrange
LG,55.8,1322.6,60,Midrange
LG,42.1,860.19,60,Midrange
LG,50.2,627.06,60,Midrange
LG,48.7,1022.24,60,Midrange
LG,45.6,1269.99,120,Midrange
LG,43.9,715.82,120,Midrange
LG,47.4,1122.89,120,Midrange
LG,57.1,585.35,120,Midrange
LG,47.2,551.68,60,Midrange
LG,50.3,1031.35,60,Midrange
LG,53.2,1040.64,120,Midrange
LG,47.8,1137.43,60,Midrange
LG,57.5,1226.09,120,Midrange
LG,57.4,1475.85,60,Midrange
LG,46.0,1016.3,120,Midrange
LG,50.0,822.96,60,Midrange
LG,46.8,1295.19,120,Midrange
LG,46.6,770.83,120,Midrange
LG,42.6,938.97,120,Midrange
LG,51.8,578.46,60,Midrange
LG,50.0,525.35,120,Midrange
LG,42.8,1462.65,120,Midrange
LG,46.5,1335.98,120,Midrange
LG,56.5,1195.97,120,Midrange
LG,45.8,908.95,120,Midrange
LG,44.3,673.29,60,Midrange
LG,49.8,656.44,120,Midrange
LG,57.8,750.24,120,Midrange
LG,45.9,1049.23,120,Midrange
LG,52.8,1214.6,60,Midrange
LG,54.2,1160.2,60,Midrange
LG,45.8,779.93,120,Midrange
LG,53.7,1454.87,120,Midrange
LG,47.9,1237.9,60,Midrange
LG,52.1,1054.35,120,Midrange
LG,52.1,1111.72,60,Midrange
LG,50.6,919.6,60,Midrange
LG,43.4,747.73,60,Midrange
